"RECORD","I0A_DPTO","I0B_MPIO","I0C_CLASE","I0B1_LOCALIDAD","I0D_SECT_R","I0D_SEC_R","I0D_CPOB","I0D_SECT_U","I0D_SEC_U","I0D_MZA","SEC_AGAD","I0F_EDIFIC","I0G_UCENSAL","P0H_USO_UCENSAL","P0D1_TIP_AGRUP","P0E1_TIP_TERRI","P0A_NRO_HOGAR","PC08B1_NRO_PERS","P25B_SEXO","PC09B_EDADQ","P27B_PARENTESCO","P28B1_LUG_NAC","P29B1_RES_MAMA","P30B1_VIVIA_5ANOS","P32B1_CAMBIO_5ANOS","P32B2_ANO_ULT","P32B3_LUG_ULT","P32B8_CAUSA_ULT","P33B1_ETNIA","P34B_HABLA_LENG","P35B1_AYUNO","P35B2_DIAS_AYUNO","P39B_LIMITACION","P41B1_ALFABETA","P42B1_ASISTENCIA","P42B2_TIP_ESTAB","P44B1_TIP_ESTUD","P47B_OCUPACION","P53B_EST_CIVIL","P55B1_HNV","P55B2_THNV","P55B3_HNVH","P55B4_HNVM","P56B1_THSV","P56B2_HSVH","P56B3_HSVM","P56B4_NO_SABE","P57B1_ANO_UHNV","P57B2_MES_UHNV","NRO_UPZ_P","LLAVE_VIVPH_N","LLAVE_HOGPH_N","LLAVE_PERH_N"
4,5,1,1,8,0,0,0,9061,1,35,10010935,5,1,1,NA,NA,1,1,2,9,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,5,1,2,2,0,2,2,0,1,6,12,NA,10010935000500012,1.00109350005e+18,1.00109350005e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,5,1,1,NA,NA,1,2,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000500012,1.00109350005e+18,1.00109350005e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,5,1,1,NA,NA,1,3,1,4,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000500012,1.00109350005e+18,1.00109350005e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,6,1,1,NA,NA,1,1,2,8,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,5,1,2,2,0,2,2,0,1,6,6,NA,10010935000600012,1.00109350006e+18,1.00109350006e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,6,1,1,NA,NA,1,2,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,1,1,1,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000600012,1.00109350006e+18,1.00109350006e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,6,1,1,NA,NA,1,3,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000600012,1.00109350006e+18,1.00109350006e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,1,1,9,1,2,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,5,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,2,2,7,2,2,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,2,6,6,1,9,2,7,8,1,7,1,1,1,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,3,1,4,3,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,1,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,4,2,3,3,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,3,9,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,5,2,3,3,1,1,2,2,NA,NA,NA,6,NA,1,2,1,2,2,NA,13,9,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,6,2,3,3,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,1,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,7,2,3,3,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,8,2,2,3,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,9,2,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,7,1,1,NA,NA,1,10,2,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000700012,1.00109350007e+18,1.00109350007e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,8,1,1,NA,NA,1,1,1,7,1,2,1,2,1,2003,1,6,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000800012,1.00109350008e+18,1.00109350008e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,8,1,1,NA,NA,1,2,2,8,2,2,1,2,1,2003,1,6,6,NA,2,0,2,1,2,NA,2,1,1,1,4,1,3,4,1,3,1,6,9,NA,10010935000800012,1.00109350008e+18,1.00109350008e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,8,1,1,NA,NA,1,3,1,13,4,2,1,3,1,2005,1,6,5,NA,2,0,2,2,2,NA,13,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000800012,1.00109350008e+18,1.00109350008e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,8,1,1,NA,NA,1,4,2,3,3,2,1,2,1,2003,1,6,6,NA,2,0,2,1,1,1,3,5,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010935000800012,1.00109350008e+18,1.00109350008e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,8,1,1,NA,NA,1,5,2,3,3,2,1,2,1,2003,1,6,6,NA,2,0,2,1,1,1,2,5,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010935000800012,1.00109350008e+18,1.00109350008e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,9,1,1,NA,NA,1,1,1,6,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000900012,1.00109350009e+18,1.00109350009e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,9,1,1,NA,NA,1,2,2,6,7,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,5,9,5,1,1,1,0,99,99,99,2,6,7,NA,10010935000900012,1.00109350009e+18,1.00109350009e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,9,1,1,NA,NA,1,3,2,4,7,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,5,6,5,1,1,0,1,99,99,99,2,2,10,NA,10010935000900012,1.00109350009e+18,1.00109350009e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,9,1,1,NA,NA,1,4,1,5,8,2,1,3,1,2004,2,6,6,NA,2,0,2,1,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000900012,1.00109350009e+18,1.00109350009e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,9,1,1,NA,NA,1,5,2,1,8,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000900012,1.00109350009e+18,1.00109350009e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,9,1,1,NA,NA,1,6,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935000900012,1.00109350009e+18,1.00109350009e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,10,1,1,NA,NA,1,1,2,7,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,5,1,2,2,0,99,99,99,2,6,9,NA,1.0010935001e+16,1.0010935001e+18,1.0010935001e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,10,1,1,NA,NA,1,2,2,11,6,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,4,1,8,4,4,7,3,4,1,6,5,NA,1.0010935001e+16,1.0010935001e+18,1.0010935001e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,10,1,1,NA,NA,1,3,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0010935001e+16,1.0010935001e+18,1.0010935001e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,11,1,1,NA,NA,1,1,1,15,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001100012,1.00109350011e+18,1.00109350011e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,11,1,1,NA,NA,1,2,2,8,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010935001100012,1.00109350011e+18,1.00109350011e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,11,1,1,NA,NA,1,3,1,10,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001100012,1.00109350011e+18,1.00109350011e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,1,2,15,1,2,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,2,6,4,1,16,5,11,4,2,2,1,6,2,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,2,1,11,3,2,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,3,2,6,3,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,2,6,5,1,6,4,2,99,99,99,2,2,12,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,4,2,5,5,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,2,9,5,1,1,1,0,1,1,0,1,6,1,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,5,1,3,5,1,1,2,2,NA,NA,NA,6,NA,1,2,2,1,2,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,6,2,3,5,1,1,2,2,NA,NA,NA,6,NA,1,2,2,2,2,NA,13,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,7,2,3,5,1,1,2,2,NA,NA,NA,6,NA,1,2,2,2,2,NA,13,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,8,1,2,5,1,1,2,2,NA,NA,NA,6,NA,2,0,1,2,2,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,9,1,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,10,1,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,12,1,1,NA,NA,1,11,1,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001200012,1.00109350012e+18,1.00109350012e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,13,1,1,NA,NA,1,1,1,7,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001300012,1.00109350013e+18,1.00109350013e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,13,1,1,NA,NA,1,2,2,8,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,1,1,3,3,0,3,3,0,1,6,10,NA,10010935001300012,1.00109350013e+18,1.00109350013e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,13,1,1,NA,NA,1,3,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001300012,1.00109350013e+18,1.00109350013e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,13,1,1,NA,NA,1,4,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001300012,1.00109350013e+18,1.00109350013e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,13,1,1,NA,NA,1,5,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001300012,1.00109350013e+18,1.00109350013e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,14,1,1,NA,NA,1,1,1,6,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001400012,1.00109350014e+18,1.00109350014e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,14,1,1,NA,NA,1,2,2,6,2,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,5,6,1,1,3,3,0,99,99,99,2,2,10,NA,10010935001400012,1.00109350014e+18,1.00109350014e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,14,1,1,NA,NA,1,3,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001400012,1.00109350014e+18,1.00109350014e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,14,1,1,NA,NA,1,4,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001400012,1.00109350014e+18,1.00109350014e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,14,1,1,NA,NA,1,5,1,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001400012,1.00109350014e+18,1.00109350014e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,15,1,1,NA,NA,1,1,1,8,1,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001500012,1.00109350015e+18,1.00109350015e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,15,1,1,NA,NA,1,2,2,6,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,1,1,1,1,0,1,1,0,1,6,10,NA,10010935001500012,1.00109350015e+18,1.00109350015e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,15,1,1,NA,NA,1,3,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001500012,1.00109350015e+18,1.00109350015e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,16,1,1,NA,NA,1,1,1,6,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001600012,1.00109350016e+18,1.00109350016e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,16,1,1,NA,NA,1,2,2,10,6,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,3,1,5,5,0,4,4,0,1,6,1,NA,10010935001600012,1.00109350016e+18,1.00109350016e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,16,1,1,NA,NA,1,3,1,4,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001600012,1.00109350016e+18,1.00109350016e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,16,1,1,NA,NA,1,4,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001600012,1.00109350016e+18,1.00109350016e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,16,1,1,NA,NA,1,5,1,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001600012,1.00109350016e+18,1.00109350016e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,17,1,1,NA,NA,1,1,2,11,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,5,1,2,0,2,99,99,99,2,6,8,NA,10010935001700012,1.00109350017e+18,1.00109350017e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,17,1,1,NA,NA,1,2,2,6,3,1,1,2,2,NA,NA,NA,6,NA,2,0,1,1,2,NA,2,9,5,1,1,0,1,99,99,99,2,6,5,NA,10010935001700012,1.00109350017e+18,1.00109350017e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,17,1,1,NA,NA,1,3,2,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001700012,1.00109350017e+18,1.00109350017e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,18,1,1,NA,NA,1,1,1,9,1,2,1,2,1,2003,1,5,6,NA,2,0,2,1,2,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001800012,1.00109350018e+18,1.00109350018e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,18,1,1,NA,NA,1,2,2,9,2,2,1,2,1,2003,1,5,6,NA,2,0,2,1,2,NA,2,9,1,1,4,2,2,99,99,99,2,5,9,NA,10010935001800012,1.00109350018e+18,1.00109350018e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,18,1,1,NA,NA,1,3,2,3,3,2,1,2,1,2003,1,6,6,NA,2,0,2,1,1,1,3,5,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010935001800012,1.00109350018e+18,1.00109350018e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,18,1,1,NA,NA,1,4,2,3,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010935001800012,1.00109350018e+18,1.00109350018e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,18,1,1,NA,NA,1,5,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001800012,1.00109350018e+18,1.00109350018e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,18,1,1,NA,NA,1,6,1,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001800012,1.00109350018e+18,1.00109350018e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,1,2,8,1,2,1,3,1,2002,2,5,6,NA,2,0,2,1,2,NA,2,1,5,1,4,1,3,4,1,3,1,4,1,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,2,2,8,7,2,1,2,2,NA,NA,NA,6,NA,1,7,2,1,2,NA,2,6,5,1,3,2,1,3,2,1,1,3,5,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,3,2,7,7,2,1,2,2,NA,NA,NA,6,NA,1,7,2,1,2,NA,2,9,5,1,1,0,1,99,99,99,2,4,2,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,4,2,3,3,2,1,3,1,2002,1,2,6,NA,1,7,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,5,1,2,8,2,1,3,1,2000,2,5,6,NA,1,7,2,2,2,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,6,2,2,3,2,1,3,1,2002,2,5,6,NA,1,7,2,2,2,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,7,2,2,8,2,1,3,1,2000,2,1,6,NA,1,7,2,2,2,NA,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,8,2,2,3,2,1,3,1,2003,2,6,6,NA,1,7,2,2,2,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,9,1,1,3,2,1,1,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,10,2,1,8,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,19,1,1,NA,NA,1,11,1,1,8,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935001900012,1.00109350019e+18,1.00109350019e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,20,1,1,NA,NA,1,1,2,10,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,5,1,3,1,2,3,1,2,1,6,3,NA,1.0010935002e+16,1.0010935002e+18,1.0010935002e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,20,1,1,NA,NA,1,2,1,7,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0010935002e+16,1.0010935002e+18,1.0010935002e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,20,1,1,NA,NA,1,3,2,6,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,7,1,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.0010935002e+16,1.0010935002e+18,1.0010935002e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,20,1,1,NA,NA,1,4,2,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,9,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.0010935002e+16,1.0010935002e+18,1.0010935002e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,21,1,1,NA,NA,1,1,1,8,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935002100012,1.00109350021e+18,1.00109350021e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,21,1,1,NA,NA,1,2,2,8,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,5,6,1,1,1,1,0,99,99,99,2,2,4,NA,10010935002100012,1.00109350021e+18,1.00109350021e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,21,1,1,NA,NA,1,3,2,6,10,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,5,9,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10010935002100012,1.00109350021e+18,1.00109350021e+22
4,5,1,1,8,0,0,0,9061,1,35,10010935,21,1,1,NA,NA,1,4,2,2,10,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10010935002100012,1.00109350021e+18,1.00109350021e+22
